project,connection_site,assigned_charging_zone,updated_charging_zone,latitude,longitude,location_basis,confidence,source_urls,notes,customer_name,project_status,host_to,plant_type,project_id,project_number
Dunside Wind Farm (Formally Fallago Rig 2 Wind Farm),Fallago 400/33kV,GZ11,GZ11,55.825035,-2.664906,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/262532045; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Fallago Substation.,EDF ENERGY RENEWABLES LIMITED,Awaiting Consents,SPT,Wind Onshore,a0l4L0000005ipGQAQ,PRO-000526
Carberry BESS  (was Smeaton BESS),Dalkeith 400kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,HARMONY CBR LTD,Scoping,SPT,Energy Storage System,a0l8e0000010xIgAAI,PRO-003053
Fallago Rig Wind Farm,Fallago 400/33kV,GZ11,GZ11,55.825035,-2.664906,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/262532045; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Fallago Substation.,FALLAGO RIG WINDFARM LIMITED,Built,SPT,Wind Onshore,a0l4L0000005iooQAA,PRO-000155
Greystone Knowe Windfarm,GALA NORTH 132KV SUBSTATION,GZ11,GZ11,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,GREYSTONE KNOWE WINDFARM LIMITED,Scoping,SPT,Demand;Energy Storage System;Wind Onshore,a0l4L0000005iXvQAI,PRO-002370
Scawd Law Wind Farm,Gala North 400/132kV Substation,GZ11,GZ11,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,FRED OLSEN RENEWABLES LIMITED,Scoping,SPT,Energy Storage System;Wind Onshore,a0lJ9000000PF4WIAW,PRO-005865
Woodheads Energy Park,Gala North 400/132kV Substation,GZ11,GZ11,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,ABO ENERGY UNITED KINGDOM LTD,Scoping,SPT,Energy Storage System;PV Array (Photo Voltaic/solar),a0lJ9000000PFovIAG,PRO-005912
Leithenwater Wind Farm,Galashiels 132/33kV,GZ11,GZ11,55.61037,-2.771342,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/235142109; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Galashiels Substation.,LEITHENWATER WIND ENERGY HUB LIMITED,Scoping,SPT,Energy Storage System;Wind Onshore,a0l4L0000005iRWQAY,PRO-001914
Galawhistle Wind Farm,Galawhistle 132/33kV Substation,GZ11,GZ11,55.553137,-3.945484,project,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/13615670; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Galawhistle wind farm.,GALAWHISTLE WIND FARM LIMITED,Built,SPT,Wind Onshore,a0l4L0000005iosQAA,PRO-000161
Cloiche Wind Farm,Cloich 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,SSE Generation Limited,Scoping,SHET,Wind Onshore,a0l4L0000005ilxQAA,PRO-000425
GALILEO 16,Galileo 16 132kV Substation,GZ9,GZ11,56.001546,-3.675246,charging-zone centroid proxy,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Bathgate 132/33kV Substation). Location matched to BATHGATE RAIL. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,GALILEO 16 LIMITED,Scoping,SPT,Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,a0lJ9000000PEBCIA4,PRO-005117
Glen App Windfarm,Glen App 33kV,GZ10,GZ10,55.015572,-4.997631,project,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/9599112,Spatial point-in-polygon. Location matched to Glen App Wind Farm. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,SCOTTISHPOWER RENEWABLES (UK) LIMITED,Built,SPT,Wind Onshore,a0l4L0000005imaQAA,PRO-000063
Cloud Hill Windfarm,Glenglass 132/33kV,GZ10,GZ10,55.337101,-4.018033,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/820223835; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenglass Substation.,Cloud Hill Windfarm Limited,Awaiting Consents,SPT,Energy Storage System;Wind Onshore,a0l4L0000005iYOQAY,PRO-001938-1
Coalburn Battery Energy Storage Facility,Coalburn 400kV Substation,GZ11,,55.615363,-3.867329,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/143383456; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Coalburn Substation.,ALCEMI STORAGE DEVELOPMENTS 4 LIMITED,Built,SPT,Energy Storage System,a0l4L0000005id4QAA,PRO-001459
Cockenzie BESS,Meadowmill 400/132kV Substation,GZ11,,55.953622,-2.957767,connection site,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/node/6680454620; https://www.neso.energy/document/167311/download; https://www.neso.energy/document/379146/download,NESO node-zone map via 2025 TEC project proxy (Cockenzie 400/132kV). Location matched to Meadowmill.,COCKENZIE STORAGE B LTD,Scoping,SPT,Energy Storage System,a0l8e000001Hrm5AAC,PRO-004217
Coldstream BESS,Eccles 400/132kV,GZ11,,55.669299,-2.329617,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/102198808; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Eccles Substation.,IGP ENERGY STORAGE 4 LIMITED,Scoping,SPT,Energy Storage System,a0l8e0000011zGTAAY,PRO-003572
Cloud Hill Windfarm,Glenglass 132/33kV,GZ10,GZ10,55.337101,-4.018033,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/820223835; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenglass Substation.,Cloud Hill Windfarm Limited,Scoping,SPT,Energy Storage System;Wind Onshore,a0l4L0000005iYOQAY,PRO-001938-2
Twentyshilling Wind Farm,Glenglass 132/33kV,GZ10,GZ10,55.337101,-4.018033,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/820223835; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenglass Substation.,TWENTYSHILLING LIMITED,Built,SPT,Wind Onshore,a0l4L0000005iZ7QAI,PRO-001365
Craig Moss Farm,Craig Moss Farm 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,QAIR RENEWABLES UK LIMITED,Scoping,SPT,Energy Storage System,a0l8e0000011y2hAAA,PRO-003498
Whiteside Hill Wind Farm,Glenglass 132/33kV,GZ10,GZ10,55.337101,-4.018033,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/820223835; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenglass Substation.,WHITESIDE HILL WINDFARM (SCOTLAND) LIMITED,Built,SPT,Wind Onshore,a0l4L0000005irLQAQ,PRO-000267
D&G 2,Glenluce 132/33kV,GZ10,GZ10,54.882118,-4.807845,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/310436922; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenluce Substation.,Greyland Energy Park Limited,Scoping,SPT,Wind Onshore,a0l8e0000012kpUAAQ,PRO-004772
Glenchamber Wind Farm,Glenluce 132/33kV,GZ10,GZ10,54.882118,-4.807845,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/310436922; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Glenluce Substation.,GLENCHAMBER WIND ENERGY LIMITED,Built,SPT,Wind Onshore,a0l4L0000005iV2QAI,PRO-000043
Craigneuk 250MW BESS,Craigneuk 250MW BESS 275kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,Apatura Project 23 Ltd,Scoping,SPT,Demand;Energy Storage System,a0l8e0000011zPXAAY,PRO-003579
Glenmuckloch Wind Farm,Glenmuckloch 132/33kV,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,GLENMUCKLOCH RENEWABLE ENERGY LIMITED,Awaiting Consents,SPT,Wind Onshore,a0l4L0000005iwRQAQ,PRO-000300
The Drum Wind Farm,Glenmuckloch 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,WIND ESTATE (UK) LIMITED,Scoping,SPT,Wind Onshore,a0lJ9000000POfgIAG,PRO-006069
Crossgatehall BESS,Smeaton 400/275kV,GZ11,,55.90857,-3.036156,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/96905262; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Smeaton Substation.,DE 001 LIMITED,Scoping,SPT,Energy Storage System,a0l8e0000012jKvAAI,PRO-004668
Glenmuir Windfarm,Glenmuir Windfarm 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,BROCKWELL ENERGY LIMITED,Scoping,SPT,Wind Onshore,a0l8e000001Ho33AAC,PRO-004058
Glenvernoch,Glenvernoch 132kV,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,ENERGYFARM UK GLENVERNOCH LTD,Scoping,SPT,Energy Storage System;Wind Onshore,a0lJ9000000PNJrIAO,PRO-005980
Greenburn Mixed Technology,Greenburn Mixed Technology 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,REG GREENBURN LIMITED,Scoping,SPT,Wind Onshore,a0l4L0000005ibVQAQ,PRO-001006
Hagshaw Hill Phase 1,Hagshaw Hill Wind Farm 33kV Substation,GZ11,GZ11,55.553786,-3.911385,project,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/8835793,Spatial point-in-polygon. Location matched to Hagshaw Hill Extension Wind Farm. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,HAGSHAW HILL REPOWERING LTD,Built,SPT,Wind Onshore,a0l4L0000005io5QAA,PRO-000490
Hagshaw Hill Phase 2,Hagshaw Hill Wind Farm 33kV Substation,GZ11,GZ11,55.553786,-3.911385,project,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/relation/8835793,Spatial point-in-polygon. Location matched to Hagshaw Hill Extension Wind Farm. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,HAGSHAW HILL REPOWERING LTD,Built,SPT,Wind Onshore,a0l4L0000005io6QAA,PRO-000514
Hagshaw Repowering Phase 3,Hagshaw Repowering Phase 3 132kV,GZ11,GZ11,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,HAGSHAW REPOWERING 2 LTD,Scoping,SPT,Energy Storage System;PV Array (Photo Voltaic/solar);Wind Onshore,a0l4L0000005iwUQAQ,PRO-002306
Dalmarnock Road BESS,DALMARNOCK 132/33KV SUBSTATION,GZ11,,55.835445,-4.203841,connection site,high,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.openstreetmap.org/way/119315557; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to Dalmarnock.,DALMARNOCK BESS LTD,Scoping,SPT,Energy Storage System,a0l4L0000005idKQAQ,PRO-001660
Dalmarnock Storage BESS,Dalmarnock Storage BESS 132kV Substation,GZ11,,55.766314,-3.31051,charging-zone centroid proxy,medium,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones; https://www.neso.energy/document/167311/download,NESO node-zone map: connection site. Location matched to DALMARNOCK.,VIRIDISIA LTD,Scoping,SPT,Energy Storage System,a0l8e000000exgsAAA,PRO-003737
Halbeath,Halbeath 132kV Substation,GZ11,,55.766314,-3.31051,regional proxy; charging-zone centroid,low,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register; https://www.neso.energy/data-portal/gis-boundaries-gb-generation-charging-zones,Host-TO regional proxy (SPT). Location matched to SPT. Low-confidence proxy: review if a precise connection-site coordinate becomes available.,HALBEATH SOLAR LTD,Scoping,SPT,Demand;Energy Storage System;PV Array (Photo Voltaic/solar);Reactive Compensation,a0l4L0000005ivDQAQ,PRO-002266
