Connection Site,TEC Project Names,TEC Customer Names,TEC Plant Types,TEC Project Numbers,TEC Register Source,Latitude,Longitude,Matched Feature,Match Type,Confidence,Match Score,Source URL,Source Description,Confidence Notes
Coalburn 132kV,Kennoxhead Wind Farm,PERIGUS ENERGY UK LIMITED,Wind Onshore,PRO-000319,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.616126,-3.867892,COALBURN ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COALBURN ; SP ENERGY NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coalburn 400/132kV,Douglas West | Kype Muir,DOUGLAS WEST WIND FARM LTD | Onpath Energy Limited (KYPE MUIR WIND FARM) LIMITED,Wind Onshore,PRO-000128 | PRO-000316,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.616126,-3.867892,COALBURN ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COALBURN ; SP ENERGY NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coalburn 400kV GIS Substation,Rawhills Battery Energy Storage Facility,ALCEMI STORAGE DEVELOPMENTS 6 LIMITED,Energy Storage System,PRO-001503,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.148800,-1.660023,Coalburn,Town/locality proxy,Low,80.0,https://www.openstreetmap.org/node/322220787,OpenStreetMap named hamlet: Coalburn,"Town/locality proxy; score 80.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Coalburn 400kV Substation,Coalburn Battery Energy Storage Facility,ALCEMI STORAGE DEVELOPMENTS 4 LIMITED,Energy Storage System,PRO-001459,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.616126,-3.867892,COALBURN ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COALBURN ; SP ENERGY NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coalburn North 400kV Substation,Zenobe Coalburn Battery Storage,Zenobe Coalburn Limited,Energy Storage System,PRO-001780,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.900198,-3.540448,Eliburn North,Candidate infrastructure match,Low,81.5,https://www.openstreetmap.org/way/1235232273,OpenStreetMap named substation feature: Eliburn North,Candidate infrastructure match; score 81.5/100; next-candidate margin 4.1. Coordinates represent the matched mapped feature.
Coatbridge GSP,AGS Coatbridge,Advance Grid Solutions Limited,Energy Storage System,PRO-004544,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.851990,-4.015005,COATBRIDGE,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COATBRIDGE; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Cockenzie 275/33kV Substation,Dolphingstone Farm,BSSL EAST LOTHIAN 1 LTD,Energy Storage System,PRO-002451,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.960355,-2.963866,COCKENZIE ,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COCKENZIE ; SP ENERGY NETWORKS; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Cockenzie 400/275kV,Boom Power Seaton Hill Generation HUB | Inch Cape Offshore Wind Farm Platform 1 | Inch Cape Offshore Wind Farm Platform 2 | Seagreen Phase 1A,Seatonhill Storage Facility Limited | INCH CAPE OFFSHORE LIMITED | SEAGREEN 1A LIMITED,Energy Storage System | Wind Offshore,PRO-003951 | PRO-000348 | PRO-000349 | PRO-000703,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.966997,-2.966995,COCKENZIE,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COCKENZIE; SP ENERGY NETWORKS; GSP,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coddington 400kV Substation,Mountain Fen | Navenby Farm | Newark BESS | Tyler Hill Bicker Fen,LIGHTSOURCE SPV 204 LIMITED | CODDINGTON 10 RENEWABLES LTD | SSE DE SOLAR HOLDCO LIMITED | FRV Powertek Limited,Energy Storage System | Energy Storage System;PV Array (Photo Voltaic/solar),PRO-003891 | PRO-004045 | PRO-002556 | PRO-004443,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.081608,-0.753242,Coddington,Town/locality proxy,Low,100.0,https://www.openstreetmap.org/node/1558660891,OpenStreetMap named village: Coddington,"Town/locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Coille Linne 132kV Substation,Coille Linne,ENERGYFARM UK COILLE LINNE LTD,Energy Storage System;Wind Onshore,PRO-005983,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.246101,-0.224267,COLLEY LANE,Candidate infrastructure match,Low,78.3,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COLLEY LANE; UK POWER NETWORKS; PSS,Candidate infrastructure match; score 78.3/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coire Glas GSP,Coire Glas Pumped Storage,COIRE GLAS HYDRO PUMPED STORAGE LIMITED,Pump Storage,PRO-000073-1 | PRO-000073-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.122363,-5.319299,Coire Glas,Town/locality proxy,Low,100.0,https://www.openstreetmap.org/node/9620637288,OpenStreetMap named locality: Coire Glas,"Town/locality proxy; score 100.0/100; next-candidate margin 0.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Conland Substation,Glenrothes Hybrid BESS & Solar PV | Pitkevy BESS,TAGENERGY DEVELOPMENT UK LIMITED | HARMONY ENERGY LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar) | Energy Storage System,PRO-003252 | PRO-005119,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.284793,-3.380470,Conland,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/13112671428,OpenStreetMap named hamlet: Conland,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Connagill 132kV Substation,Forsinain Wind Farm,Forsinain Forest Wind Farm Limited,Wind Onshore,PRO-006123,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,58.512123,-3.879166,Connagill Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/567187951,OpenStreetMap named substation feature: Connagill Substation,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Connagill 275kV Substation,Altnabreac Windfarm | Kirkton Wind Farm,ALTNABREAC WIND FARM LIMITED | Kirkton Wind Farm Ltd,Energy Storage System;Wind Onshore | Wind Onshore,PRO-004941 | PRO-001811,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,58.512123,-3.879166,Connagill Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/567187951,OpenStreetMap named substation feature: Connagill Substation,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Connah's Quay 400kV Substation,Connah's Quay | Deeside Power Station | Icewind Connah's Quay | Port of Mostyn,Uniper UK Limited | DEESIDE POWER (UK) LIMITED | KARI ENERGY LIMITED | MOSTYN SEAPOWER LIMITED,CCGT (Combined Cycle Gas Turbine) | Energy Storage System;Reactive Compensation | Wind Offshore | Tidal,PRO-000058 | PRO-001062 | PRO-001719 | PRO-000421-1 | PRO-000421-2 | PRO-000421-3,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.219904,-3.066178,Connah's Quay,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/27459575,OpenStreetMap named town: Connah's Quay,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Corby 132kV Substation,Corby,CORBY POWER LIMITED,CCGT (Combined Cycle Gas Turbine),PRO-000100,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.491286,-0.669440,Corby Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/92144345,OpenStreetMap named substation feature: Corby Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Correen Hills Wind Farm 132kV Substation,Correen Hills Wind Farm,EDF ENERGY RENEWABLES LIMITED,Wind Onshore,PRO-001825,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.289943,-2.795071,Correen Hills,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/2418815214,OpenStreetMap named locality: Correen Hills,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Corriegarth 132/33kV substation,Corriegarth | Corriegarth  2 Wind Farm,CORRIEGARTH WIND ENERGY LIMITED | CORRIEGARTH 2 WIND FARM LIMITED,Wind Onshore,PRO-000101 | PRO-000420,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.192117,-4.401822,Corriegarth Wind Farm Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/689624526,OpenStreetMap named substation feature: Corriegarth Wind Farm Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Corriemoillie 132/33kV Substation,Corriemoillie Wind Farm | Isenau Four,ROWAN ONSHORE WINDFARMS LIMITED | Isenau Energy Storage Resources Four Limited,Wind Onshore | Energy Storage System,PRO-000102 | PRO-003086,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.634366,-4.769015,Corriemoillie Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/295876243,OpenStreetMap named substation feature: Corriemoillie Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Corriemoillie 132kV Substation,Corriemoillie BESS | Lochluichart,FIELD CORRIEMOILLIE LTD | LZN LIMITED,Energy Storage System | Wind Onshore,PRO-003992 | PRO-000227,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.634366,-4.769015,Corriemoillie Substation,Exact normalized name,High,100.0,https://www.openstreetmap.org/way/295876243,OpenStreetMap named substation feature: Corriemoillie Substation,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Corriemoillie 2 400/132kV Substation,Kirkan Wind Farm,KIRKAN WIND FARM LIMITED,Energy Storage System;Wind Onshore,PRO-004401,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,57.634366,-4.769015,Corriemoillie Substation,Candidate infrastructure match,Low,96.0,https://www.openstreetmap.org/way/295876243,OpenStreetMap named substation feature: Corriemoillie Substation,Candidate infrastructure match; score 96.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coryton South 400kV Substation,Coryton | Gateway Energy Centre Power Station,"CORYTON ENERGY COMPANY, LTD. | GATEWAY ENERGY CENTRE LIMITED",CCGT (Combined Cycle Gas Turbine) | Energy Storage System,PRO-000103 | PRO-000045-1 | PRO-000045-2,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.512847,0.506725,CORYTON SOUTH 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; CORYTON SOUTH 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Cottam 400kV Substation,CDCL | Cottam | Cottam PV & BESS | Cottam Solar PV + BESS | Tillbridge Solar,Uniper UK Limited | GATE BURTON ENERGY PARK LIMITED | O&G Solar (SPV 44) Limited | COTTAM SOLAR PROJECT LIMITED | TILLBRIDGE SOLAR LIMITED,CCGT (Combined Cycle Gas Turbine) | Energy Storage System;PV Array (Photo Voltaic/solar),PRO-000093 | PRO-001502-1 | PRO-001502-2 | PRO-002543 | PRO-001401 | PRO-001126,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,53.300704,-0.781241,COTTAM 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COTTAM 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Cottered 400kV Substation,Buntington GEC,BUNTINGTON GREEN ENERGY CENTRE LTD,Demand;Energy Storage System;PV Array (Photo Voltaic/solar);Reactive Compensation,PRO-002576,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.946423,-0.081360,Cottered,Town/locality proxy,Medium,100.0,https://www.openstreetmap.org/node/279799492,OpenStreetMap named village: Cottered,"Town/locality proxy; score 100.0/100; next-candidate margin 100.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Cott's Farm 132kV Substation,Cott's Farm,BORALEX LIMITED,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-005017,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,50.444371,-3.707227,Cott Substation,Candidate infrastructure match,Low,80.0,https://www.openstreetmap.org/node/13476267831,OpenStreetMap named substation feature: Cott Substation,Candidate infrastructure match; score 80.0/100; next-candidate margin 5.0. Coordinates represent the matched mapped feature.
Coupar Angus 132/33kV GSP,Coupar Angus Battery | Coupar Solar Farm | Keithick 16 Solar & BESS | Keithick Estate | Tullymurdoch Wind Farm,COUPAR LIMITED | COUPAR TWO LIMITED | SIRIUS ECODEV (KEITHICK) LTD | SIRIUS ECODEV (STIRLING) LTD | TULLYMURDOCH LIMITED,Energy Storage System | PV Array (Photo Voltaic/solar) | Energy Storage System;PV Array (Photo Voltaic/solar) | Wind Onshore,PRO-000905 | PRO-001862 | PRO-001890 | PRO-001732 | PRO-000313,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.538354,-3.273453,COUPAR ANGUS,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COUPAR ANGUS; SSE NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Coupar Angus 2 GSP,Greenburn Wind & BESS,HM GB (WIND) LTD,Energy Storage System;Wind Onshore,PRO-004407,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,56.545417,-3.267430,Coupar Angus,Town/locality proxy,Medium,96.0,https://www.openstreetmap.org/node/433488058,OpenStreetMap named town: Coupar Angus,"Town/locality proxy; score 96.0/100; next-candidate margin 96.0. Coordinates are a geographic proxy, not the confirmed electrical asset."
Cousland 400kV,Ossian 4 Offshore Wind Farm,Ossian Offshore Wind Farm Limited,Wind Offshore,PRO-002145,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,55.898355,-3.511092,COUSLAND,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COUSLAND; SP ENERGY NETWORKS; PSS,Exact normalized name; score 100.0/100; next-candidate margin 100.0. Coordinates represent the matched mapped feature.
Coventry 275kV Substation,Coventry,PIVOTED POWER LLP,Energy Storage System;PV Array (Photo Voltaic/solar),PRO-001005,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,52.456427,-1.463724,COVENTRY 275KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COVENTRY 275KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
Cowley 400kV Substation,Cowley | Cowley (Tertiary) | Cowley Energy Storage | Cowley Farm | Cowley Farm 2,PIVOTED POWER LLP | COWLEY BALDON GREEN LIMITED | BW ESS DEVELOPMENT UK LIMITED | COWLEY 2 RENEWABLES LTD | COWLEY 7 RENEWABLES LTD,Energy Storage System | Energy Storage System;PV Array (Photo Voltaic/solar),PRO-001015 | PRO-000407 | PRO-002066-1 | PRO-002066-2 | PRO-002677 | PRO-002738,https://www.neso.energy/data-portal/transmission-entry-capacity-tec-register,51.711488,-1.190487,COWLEY 400KV S/S,Exact normalized name,High,100.0,https://doi.org/10.5285/0eed5c99-f409-4329-a98e-47f496bb88a2,Lovett & Sünnenberg GB substations dataset; COWLEY 400KV S/S; NATIONAL GRID; TRANS,Exact normalized name; score 100.0/100; next-candidate margin 0.0. Coordinates represent the matched mapped feature.
